Pricing_Record_ID,NDC,Pricing_Methodology,Unit_Price,Package_Price,Effective_Date,End_Date,Source_System,Last_Updated
PRC0001422,40773504873,NADAC,4.9061,417.02,2025-04-22,2026-02-28,PricingFeedB,2025-01-01
PRC0001423,26059713727,AWP,9.5222,247.58,2023-05-08,2023-12-22,PricingFeedA,2026-01-01
PRC0001424,33202515562,Contract Rate,1.4344,24.38,2023-07-26,2024-12-17,PricingFeedA,2025-04-10
PRC0001425,94421963775,WAC,15.9868,943.22,2025-09-12,2026-10-25,PricingFeedB,2025-02-13
PRC0001426,70221820796,NADAC,6.57,91.98,2024-06-07,2025-10-06,PricingFeedB,2025-02-23
PRC0001427,80870713084,MAC,21.9306,350.89,2025-05-08,2025-12-14,PricingFeedA,2025-02-12
PRC0001428,29586954162,WAC,4.6637,237.85,2025-07-25,2026-08-14,PricingFeedA,2025-08-29
PRC0001429,54154506357,AWP,2.7648,221.18,2025-02-12,2025-10-22,PricingFeedB,2026-08-13
PRC0001430,97224337179,NADAC,7.7381,680.95,2024-01-05,2024-10-14,PricingFeedA,2025-04-18
PRC0001431,64648918947,Contract Rate,1.2599,20.16,2026-04-26,2027-06-21,PricingFeedA,2025-08-02
PRC0001432,49300844372,MAC,16.672,350.11,2025-07-20,2026-08-26,PricingFeedA,2025-01-02
PRC0001433,18567714974,AWP,18.0074,558.23,2023-03-17,2024-01-15,PricingFeedB,2025-05-13
PRC0001434,59002120957,NADAC,1.65,148.5,2024-11-19,2026-07-25,PricingFeedA,2026-07-06
PRC0001435,40802338292,AWP,8.2016,106.62,2025-12-11,2027-01-27,PricingFeedA,2025-07-07
PRC0001436,66286287567,WAC,32.3908,1943.45,2023-02-04,2023-10-31,PricingFeedA,2026-03-19
PRC0001437,76440908482,MAC,65.5031,3537.17,2025-02-09,2025-08-29,PricingFeedA,2026-06-17
PRC0001438,60563234574,Contract Rate,2.0782,147.55,2024-04-02,2026-02-19,PricingFeedA,2025-10-15
PRC0001439,94835111213,Contract Rate,21.0702,421.4,2026-01-16,2026-08-24,PricingFeedB,2025-11-13
PRC0001440,65507462258,AWP,4.931,281.07,2024-05-22,2024-12-24,PricingFeedA,2025-05-07
PRC0001441,79345667836,AWP,116.2404,7090.66,2023-06-05,2024-06-08,PricingFeedB,2025-05-19
PRC0001442,67086806285,WAC,10.2318,153.48,2025-09-27,2027-06-29,PricingFeedB,2025-07-30
PRC0001443,21889957164,Contract Rate,6.84,335.16,2024-08-04,2026-01-02,PricingFeedA,2025-11-19
PRC0001444,32305341731,MAC,11.0438,132.53,2025-11-30,2027-05-23,PricingFeedB,2026-01-23
PRC0001445,43240994052,WAC,5.6613,390.63,2025-05-08,2026-02-04,PricingFeedA,2026-02-06
PRC0001446,69179660314,AWP,20.5069,738.25,2024-03-05,2025-04-10,PricingFeedB,2025-03-22
PRC0001447,77096329537,WAC,4.1593,153.89,2024-05-18,2025-03-31,PricingFeedB,2026-03-04
PRC0001448,47734931755,Contract Rate,23.6388,780.08,2025-10-02,2026-01-15,PricingFeedB,2025-08-09
PRC0001449,21904569624,NADAC,43.3522,1473.97,2025-07-12,2027-05-18,PricingFeedA,2026-06-27
PRC0001450,57820791671,WAC,3.9314,334.17,2025-07-28,2027-06-06,PricingFeedA,2026-02-27
PRC0001451,88756957596,NADAC,44.8939,852.98,2023-09-08,2024-10-21,PricingFeedB,2025-11-04
PRC0001452,98323115551,NADAC,6.6161,641.76,2023-09-03,2024-07-12,PricingFeedA,2026-03-12
PRC0001453,38443858993,MAC,2.3294,165.39,2025-05-25,2026-02-24,PricingFeedB,2025-11-13
PRC0001454,30303185760,WAC,26.2455,997.33,2023-06-12,2024-08-18,PricingFeedB,2026-04-18
PRC0001455,79563396334,NADAC,1.4669,41.07,2023-01-24,2024-11-25,PricingFeedA,2025-05-26
PRC0001456,94459224162,MAC,3.2641,208.9,2023-07-16,2025-06-09,PricingFeedB,2025-12-22
PRC0001457,85086957723,NADAC,2.1486,83.8,2024-05-15,2026-03-08,PricingFeedA,2025-12-18
PRC0001458,30130483630,Contract Rate,19.5486,1172.92,2025-12-09,2027-02-01,PricingFeedB,2026-07-19
PRC0001459,49169824284,AWP,1.2736,31.84,2026-05-17,2027-07-21,PricingFeedB,2026-07-23
PRC0001460,40773504873,NADAC,9.4154,94.15,2023-01-06,2023-12-06,PricingFeedA,2026-04-09
PRC0001461,61102807993,Contract Rate,9.7782,684.47,2024-08-31,2025-10-28,PricingFeedB,2026-06-07
PRC0001462,20393586211,Contract Rate,12.8412,744.79,2025-10-13,2026-10-14,PricingFeedA,2025-03-23
PRC0001463,15585457750,NADAC,4.109,209.56,2026-03-19,2027-11-16,PricingFeedB,2026-07-21
PRC0001464,61023340877,NADAC,8.3921,495.13,2026-03-12,2027-03-29,PricingFeedB,2025-10-11
PRC0001465,76910235985,Contract Rate,18.4033,1619.49,2024-10-18,2026-01-19,PricingFeedA,2025-09-21
PRC0001466,94487791738,AWP,21.2077,1823.86,2025-07-18,2026-11-05,PricingFeedB,2025-03-09
PRC0001467,77464349998,Contract Rate,17.467,1257.62,2024-10-29,2025-06-02,PricingFeedA,2026-05-10
PRC0001468,55296874591,Contract Rate,34.1163,2046.98,2023-02-07,2024-03-21,PricingFeedB,2025-08-29
PRC0001469,19989783912,NADAC,10.2343,307.03,2025-12-31,2026-05-07,PricingFeedA,2026-04-10
PRC0001470,54705453523,MAC,0.5531,14.38,2023-11-27,2025-01-21,PricingFeedA,2025-04-29
PRC0001471,94421963775,AWP,4.7471,94.94,2024-09-27,2026-07-06,PricingFeedB,2025-07-01
PRC0001472,28814780756,NADAC,1.6907,162.31,2025-12-18,2027-02-04,PricingFeedA,2025-05-30
PRC0001473,81165324434,Contract Rate,2.9478,221.09,2026-04-15,2027-11-29,PricingFeedB,2026-04-17
PRC0001474,92131319328,NADAC,1.224,69.77,2025-08-27,2025-12-08,PricingFeedA,2026-06-26
PRC0001475,77497673240,NADAC,7.9662,151.36,2023-06-02,2024-06-19,PricingFeedA,2026-06-14
PRC0001476,12914717458,AWP,6.2731,345.02,2023-01-12,2023-04-15,PricingFeedB,2026-07-01
PRC0001477,32444678260,AWP,2.6123,235.11,2026-03-28,2027-01-05,PricingFeedB,2025-01-06
PRC0001478,13954840715,NADAC,22.2298,1933.99,2024-05-30,2024-10-15,PricingFeedA,2025-04-02
PRC0001479,77205261342,WAC,3.0001,264.01,2024-10-26,2026-09-30,PricingFeedA,2026-04-12
PRC0001480,48836820566,MAC,25.0199,950.76,2024-09-15,2025-08-20,PricingFeedA,2026-03-30
PRC0001481,38299381624,MAC,70.5413,1340.28,2025-12-04,2027-05-09,PricingFeedB,2026-04-06
PRC0001482,95305350218,MAC,5.8299,361.45,2023-10-09,2025-01-12,PricingFeedA,2025-08-09
PRC0001483,80158561493,AWP,12.7522,535.59,2024-04-08,2024-07-10,PricingFeedB,2026-01-30
PRC0001484,64647425595,WAC,11.1546,501.96,2024-02-02,2024-08-17,PricingFeedB,2025-10-09
PRC0001485,44047392978,NADAC,10.6375,404.22,2024-08-29,2025-02-20,PricingFeedB,2025-02-23
PRC0001486,71012800477,NADAC,55.8905,670.69,2025-08-01,2027-03-19,PricingFeedA,2025-06-14
PRC0001487,78173474180,AWP,21.7859,1764.66,2025-05-01,2026-05-09,PricingFeedB,2025-05-28
PRC0001488,99282121398,WAC,1.3136,80.13,2025-11-16,2027-08-28,PricingFeedB,2026-01-14
PRC0001489,18139712589,NADAC,1.1796,31.85,2024-06-08,2025-10-02,PricingFeedB,2025-02-26
PRC0001490,62840208185,Contract Rate,10.9877,406.54,2025-12-31,2027-10-20,PricingFeedB,2025-02-04
PRC0001491,92790872997,Contract Rate,23.3408,1027.0,2025-12-10,2027-10-16,PricingFeedB,2025-09-30
PRC0001492,80152664967,AWP,2.6493,246.38,2023-01-21,2024-11-23,PricingFeedB,2025-10-31
PRC0001493,48777918537,MAC,2.2342,154.16,2023-09-27,2024-01-18,PricingFeedB,2026-02-06
PRC0001494,95701180452,NADAC,55.7819,5243.5,2023-04-16,2023-09-08,PricingFeedB,2025-05-20
PRC0001495,49169824284,AWP,4.3515,208.87,2025-01-03,2026-11-29,PricingFeedA,2025-07-10
PRC0001496,77393477110,Contract Rate,41.5585,1911.69,2025-07-27,2027-01-14,PricingFeedB,2025-03-22
PRC0001497,78831371488,AWP,23.5714,707.14,2025-05-24,2026-05-14,PricingFeedA,2025-05-13
PRC0001498,38999870858,NADAC,2.749,107.21,2024-12-18,2025-08-09,PricingFeedB,2026-03-24
PRC0001499,23007709819,WAC,9.7468,526.33,2023-06-20,2024-09-11,PricingFeedA,2025-07-08
PRC0001500,54395112517,NADAC,3.8084,198.04,2024-05-01,2025-11-22,PricingFeedB,2025-04-05
PRC0001501,21904569624,AWP,2.8868,95.26,2025-11-29,2026-06-24,PricingFeedB,2026-04-08
PRC0001502,10731878875,WAC,10.1408,436.05,2023-07-24,2024-10-30,PricingFeedA,2026-01-07
PRC0001503,27517427451,MAC,16.8343,1212.07,2024-06-18,2026-04-24,PricingFeedB,2025-09-15
PRC0001504,92608453526,Contract Rate,29.9948,2249.61,2023-09-08,2024-11-27,PricingFeedA,2025-10-17
PRC0001505,97074469738,AWP,7.1258,684.08,2026-02-11,2027-08-28,PricingFeedB,2025-04-08
PRC0001506,69347757174,MAC,1.3962,128.45,2023-01-21,2024-05-15,PricingFeedA,2025-05-13
PRC0001507,91497433316,WAC,2.641,63.38,2024-08-28,2026-06-29,PricingFeedB,2026-05-07
PRC0001508,65593261567,AWP,2.8607,254.6,2024-06-15,2024-12-06,PricingFeedB,2025-05-22
PRC0001509,36423490868,NADAC,16.9496,1237.32,2023-02-19,2024-02-06,PricingFeedA,2025-07-10
PRC0001510,73921220685,MAC,10.2498,666.24,2026-03-09,2027-11-12,PricingFeedB,2025-06-11
PRC0001511,99511771384,AWP,1.7447,54.09,2026-03-15,2026-08-28,PricingFeedB,2025-12-07
PRC0001512,58257248865,WAC,2.5619,204.95,2024-11-09,2025-09-26,PricingFeedB,2025-01-11
PRC0001513,40538581357,NADAC,12.1681,133.85,2023-11-24,2025-10-05,PricingFeedA,2026-08-05
PRC0001514,92608453526,NADAC,2.9366,205.56,2025-08-05,2026-05-17,PricingFeedB,2025-08-11
PRC0001515,37173563991,Contract Rate,19.0058,912.28,2024-04-15,2025-02-20,PricingFeedA,2025-10-15
PRC0001516,76373444921,Contract Rate,1.9442,173.03,2026-01-20,2027-02-20,PricingFeedA,2025-09-30
PRC0001517,35743278195,WAC,5.3496,176.54,2025-03-29,2026-01-15,PricingFeedA,2025-02-10
PRC0001518,84334385421,AWP,14.2519,399.05,2024-05-19,2025-01-22,PricingFeedB,2025-07-26
PRC0001519,94714373929,AWP,45.5259,1866.56,2023-09-01,2024-04-01,PricingFeedB,2025-10-08
PRC0001520,63128504045,MAC,6.0938,353.44,2023-11-23,2025-09-03,PricingFeedA,2026-06-08
PRC0001521,82475457780,NADAC,8.7286,724.47,2025-09-20,2027-01-29,PricingFeedB,2026-04-30
PRC0001522,84799902623,Contract Rate,5.0992,280.46,2025-07-25,2027-03-16,PricingFeedB,2026-01-22
PRC0001523,66586455165,Contract Rate,7.6487,627.19,2024-09-28,2026-05-14,PricingFeedB,2026-02-06
PRC0001524,21421615389,AWP,3.9056,335.88,2025-06-17,2027-05-26,PricingFeedA,2026-08-04
PRC0001525,11616709896,UNKNOWN_METHOD,2.9907,173.46,2025-11-04,2026-11-26,PricingFeedA,2025-04-19
PRC0001526,11107186150,Contract Rate,7.6943,138.5,2024-12-06,2026-11-03,PricingFeedB,2026-01-20
PRC0001527,93733534314,MAC,11.8339,1147.89,2024-11-17,2026-03-26,PricingFeedA,2026-07-02
PRC0001528,82391488851,AWP,8.1337,455.49,2025-05-22,2027-01-07,PricingFeedA,2025-10-01
PRC0001529,18466794989,MAC,14.6241,716.58,2026-02-03,2027-04-04,PricingFeedA,2025-11-16
PRC0001530,95141181032,MAC,6.1283,398.34,2023-03-26,2024-04-19,PricingFeedB,2025-05-05
PRC0001531,35516352970,AWP,0.6057,9.09,2025-06-08,2026-07-29,PricingFeedB,2026-07-12
PRC0001532,38481272433,Contract Rate,8.8287,476.75,2024-03-06,2025-12-14,PricingFeedB,2026-07-07
PRC0001533,59136731178,NADAC,11.5047,149.56,2026-02-14,2026-11-18,PricingFeedB,2025-09-09
PRC0001534,34666508457,WAC,3.2547,130.19,2025-04-23,2026-10-24,PricingFeedA,2025-11-07
PRC0001535,36527120523,WAC,2.3221,204.34,2024-07-24,2025-06-09,PricingFeedB,2026-01-02
PRC0001536,44905932967,NADAC,0.7518,24.81,2023-09-23,2025-09-11,PricingFeedB,2025-04-15
PRC0001537,97242993023,MAC,7.3711,228.5,2023-09-30,2024-02-08,PricingFeedB,2025-07-05
PRC0001538,51167339278,WAC,1.7129,70.23,2025-08-04,2025-12-29,PricingFeedB,2026-01-01
PRC0001539,69398255036,AWP,16.2748,471.97,2023-07-10,2023-12-01,PricingFeedB,2025-05-07
PRC0001540,83727139018,WAC,10.7303,182.42,2024-10-09,2026-06-14,PricingFeedB,2025-04-15
PRC0001541,27306655329,Contract Rate,0.4323,10.81,2024-10-29,2025-05-11,PricingFeedB,2025-05-12
PRC0001542,17132186749,MAC,12.2107,146.53,2024-10-01,2026-04-12,PricingFeedB,2026-06-28
PRC0001543,39556565835,MAC,6.3409,374.11,2023-06-13,2024-06-17,PricingFeedB,2025-02-11
PRC0001544,93474724778,WAC,16.6196,1512.38,2025-05-24,2025-09-02,PricingFeedB,2025-05-13
PRC0001545,93026770242,MAC,1.3003,74.12,2026-02-06,2027-09-24,PricingFeedB,2026-07-01
PRC0001546,81267869985,NADAC,6.1688,407.14,2024-05-21,2025-10-20,PricingFeedB,2026-04-11
PRC0001547,97224337179,Contract Rate,2.5091,27.6,2024-04-02,2024-09-19,PricingFeedA,2026-08-12
PRC0001548,21365601254,Contract Rate,8.5382,426.91,2025-05-08,2026-01-08,PricingFeedA,2026-08-08
PRC0001549,74618978456,Contract Rate,16.2189,697.41,2026-05-07,2027-05-18,PricingFeedB,2026-06-28
PRC0001550,67124608759,NADAC,26.7969,2465.31,2025-05-22,2026-09-20,PricingFeedA,2026-04-12
PRC0001551,13289945916,WAC,2.8981,272.42,2025-07-01,2027-02-21,PricingFeedB,2025-09-05
PRC0001552,78632194752,Contract Rate,45.4772,3092.45,2026-05-07,2028-01-13,PricingFeedA,2025-03-20
PRC0001553,52833519370,MAC,14.6126,1271.3,2025-02-28,2025-07-12,PricingFeedA,2025-02-06
PRC0001554,42506952673,NADAC,10.9888,714.27,2023-08-02,2025-02-02,PricingFeedA,2025-05-03
PRC0001555,91233214850,AWP,3.0055,159.29,2024-12-28,2025-06-07,PricingFeedB,2026-07-21
PRC0001556,85528237583,WAC,8.9374,697.12,2025-07-25,2026-06-02,PricingFeedA,2026-01-23
PRC0001557,30303185760,Contract Rate,2.6874,247.24,2025-02-28,2026-05-14,PricingFeedA,2026-01-29
PRC0001558,89305404592,MAC,4.8458,164.76,2024-08-23,2025-11-23,PricingFeedA,2025-07-22
PRC0001559,99918121569,WAC,1.3692,41.08,2025-07-27,2025-12-16,PricingFeedA,2025-08-12
PRC0001560,48967225613,AWP,16.9243,846.21,2024-11-06,2025-04-27,PricingFeedB,2025-03-31
PRC0001561,31028872249,WAC,2.1089,198.24,2026-05-03,2027-08-14,PricingFeedB,2026-06-19
PRC0001562,78798506429,NADAC,10.3484,579.51,2023-02-27,2024-06-13,PricingFeedA,2025-03-03
PRC0001563,39023637631,WAC,5.0657,86.12,2026-02-20,2027-06-02,PricingFeedA,2026-01-30
PRC0001564,31169773873,AWP,12.2663,1128.5,2023-12-02,2024-04-25,PricingFeedA,2025-07-19
PRC0001565,17445348253,NADAC,0.6656,16.64,2023-03-29,2024-09-04,PricingFeedB,2025-03-18
PRC0001566,13710490352,Contract Rate,5.4435,103.43,2024-01-21,2024-11-23,PricingFeedB,2025-02-10
PRC0001567,28814780756,WAC,1.1542,40.4,2025-03-29,2026-03-07,PricingFeedA,2026-03-12
PRC0001568,98953435785,MAC,7.6628,360.15,2026-03-13,2027-02-11,PricingFeedA,2025-10-17
PRC0001569,89292409434,MAC,3.4293,44.58,2023-12-29,2024-12-27,PricingFeedA,2026-02-16
PRC0001570,31723369638,NADAC,6.2699,300.96,2026-02-22,2026-07-17,PricingFeedB,2025-07-24
PRC0001571,51057281520,AWP,28.1316,1406.58,2025-08-23,2026-09-09,PricingFeedA,2026-02-23
PRC0001572,49954258793,Contract Rate,12.465,536.0,2025-11-04,2027-09-04,PricingFeedA,2026-08-09
PRC0001573,93474724778,MAC,3.3193,146.05,2024-09-13,2026-02-25,PricingFeedA,2025-03-03
PRC0001574,91237315897,Contract Rate,7.6391,84.03,2023-01-12,2023-07-09,PricingFeedA,2025-07-28
PRC0001575,44531515535,MAC,7.5717,159.01,2023-10-06,2025-09-04,PricingFeedB,2025-02-05
PRC0001576,78211193483,WAC,4.5158,54.19,2024-02-24,2024-10-06,PricingFeedA,2026-06-29
PRC0001577,65494134693,Contract Rate,2.1043,31.56,2023-09-01,2024-10-23,PricingFeedA,2025-07-07
PRC0001578,92274531886,AWP,7.3391,124.76,2025-10-25,2026-07-23,PricingFeedA,2025-12-11
PRC0001579,12234647192,AWP,,416.59,2025-04-17,2026-08-16,PricingFeedA,2025-08-26
PRC0001580,37423653148,AWP,4.9958,254.79,2023-04-21,2024-12-22,PricingFeedA,2025-08-18
PRC0001581,64540939887,Contract Rate,2.3822,114.35,2025-12-06,2026-08-09,PricingFeedB,2025-11-12
PRC0001582,88056214772,NADAC,11.3959,1105.4,2025-01-06,2026-06-20,PricingFeedB,2025-01-06
PRC0001583,51098510786,WAC,5.2025,104.05,2025-12-29,2026-05-20,PricingFeedB,2026-06-30
PRC0001584,36527120523,Contract Rate,19.7296,1716.48,2026-03-05,2027-10-03,PricingFeedB,2025-03-07
PRC0001585,36582971350,MAC,1.8955,92.88,2025-09-09,2027-01-21,PricingFeedB,2026-06-25
PRC0001586,78375177340,NADAC,5.4697,525.09,2023-02-08,2024-09-18,PricingFeedA,2025-11-28
PRC0001587,48836820566,NADAC,85.3402,6827.22,2026-04-12,2028-01-27,PricingFeedB,2025-07-01
PRC0001588,37928998179,UNKNOWN_METHOD,0.982,38.3,2025-12-28,2027-09-22,PricingFeedB,2026-07-09
PRC0001589,60844107060,Contract Rate,42.1541,716.62,2025-07-01,2026-11-28,PricingFeedA,2025-04-30
PRC0001590,37928998179,AWP,2.2148,90.81,2023-12-21,2024-03-27,PricingFeedB,2026-07-08
PRC0001591,48520467193,MAC,7.6271,511.02,2025-01-20,2026-05-25,PricingFeedB,2026-06-11
PRC0001592,40504965642,AWP,21.5944,1576.39,2025-02-17,2025-07-08,PricingFeedA,2026-05-26
PRC0001593,67124608759,Contract Rate,5.447,157.96,2023-02-13,2024-05-28,PricingFeedB,2025-02-20
PRC0001594,90728447630,WAC,22.4681,2156.94,2026-05-14,2026-10-09,PricingFeedA,2025-04-18
PRC0001595,93234720318,NADAC,11.8187,709.12,2025-06-26,2026-01-02,PricingFeedA,2025-01-03
PRC0001596,50757578276,Contract Rate,6.3915,319.57,2025-12-29,2027-07-25,PricingFeedA,2025-11-10
PRC0001597,15420255680,MAC,6.2001,303.8,2025-06-05,2025-12-10,PricingFeedA,2025-09-04
PRC0001598,17997612230,WAC,0.7922,38.03,2025-08-14,2026-04-28,PricingFeedB,2025-05-19
PRC0001599,38721413264,WAC,1.7228,113.7,2023-09-19,2025-07-24,PricingFeedB,2025-03-04
PRC0001600,80550996369,MAC,2.0423,95.99,2024-11-26,2025-10-19,PricingFeedB,2026-02-20
PRC0001601,14041368848,NADAC,8.5035,263.61,2024-10-14,2025-04-04,PricingFeedA,2025-06-22
PRC0001602,92294919275,MAC,1.0065,49.32,2024-03-27,2024-09-09,PricingFeedB,2025-05-08
PRC0001603,91814375357,NADAC,3.4865,324.24,2026-02-17,2027-01-23,PricingFeedA,2025-02-17
PRC0001604,25094254121,NADAC,9.702,727.65,2024-09-26,2025-08-20,PricingFeedA,2025-07-01
PRC0001605,69398255036,AWP,5.9914,407.42,2023-07-21,2023-11-10,PricingFeedA,2025-03-12
PRC0001606,40071538725,Contract Rate,3.7243,327.74,2025-10-28,2026-10-21,PricingFeedA,2026-03-19
PRC0001607,76548454081,Contract Rate,3.7909,367.72,2024-10-30,2026-01-07,PricingFeedA,2025-04-10
PRC0001608,94092112525,Contract Rate,4.855,155.36,2025-08-12,2026-06-26,PricingFeedB,2025-11-01
PRC0001609,77497673240,MAC,16.9541,661.21,2023-03-07,2024-10-10,PricingFeedB,2025-05-29
PRC0001610,52583690494,AWP,5.5386,221.54,2025-01-30,2026-12-28,PricingFeedB,2026-07-08
PRC0001611,56084952427,WAC,2.2684,188.28,2026-05-17,2026-08-28,PricingFeedB,2026-06-03
PRC0001612,32792508824,Contract Rate,18.1159,615.94,2023-03-28,2024-06-11,PricingFeedB,2025-10-06
PRC0001613,70317814977,NADAC,100.8896,5448.04,2024-06-19,2025-09-27,PricingFeedB,2025-09-02
PRC0001614,96493569992,NADAC,3.0246,293.39,2023-08-09,2024-05-27,PricingFeedA,2025-06-20
PRC0001615,25717847814,MAC,3.2947,243.81,2025-01-03,2026-07-27,PricingFeedA,2025-11-04
PRC0001616,40895504647,NADAC,37.0594,1000.6,2025-09-21,2026-01-12,PricingFeedA,2025-12-26
PRC0001617,56735853544,WAC,14.5716,262.29,2024-10-18,2026-03-12,PricingFeedB,2025-04-30
PRC0001618,71431521823,NADAC,4.6163,410.85,2024-10-26,2025-08-03,PricingFeedA,2026-02-24
PRC0001619,38443858993,MAC,5.3223,250.15,2025-04-25,2026-12-14,PricingFeedA,2025-06-13
PRC0001620,59049568585,NADAC,7.3474,492.28,2024-10-26,2026-06-22,PricingFeedA,2026-02-15
PRC0001621,44211207023,WAC,18.3702,440.88,2024-05-02,2026-04-21,PricingFeedA,2025-09-11
PRC0001622,82475457780,NADAC,26.5194,1856.36,2023-11-22,2025-01-02,PricingFeedB,2025-06-20
PRC0001623,81214270455,MAC,32.0292,2498.28,2023-03-17,2024-02-10,PricingFeedA,2025-08-16
PRC0001624,99282121398,Contract Rate,21.964,263.57,2026-02-19,2027-06-29,PricingFeedB,2025-02-13
PRC0001625,65494134693,NADAC,2.8817,158.49,2024-10-08,2025-03-06,PricingFeedB,2025-10-12
PRC0001626,87180850251,NADAC,8.2049,631.78,2026-04-17,2026-11-27,PricingFeedA,2025-10-15
PRC0001627,98611238535,WAC,5.5979,313.48,2024-08-10,2025-01-01,PricingFeedA,2025-06-11
PRC0001628,47041166680,MAC,15.4243,971.73,2024-04-02,2025-12-20,PricingFeedB,2026-01-31
PRC0001629,91227369073,Contract Rate,3.4192,136.77,2025-06-05,2026-09-25,PricingFeedB,2026-01-18
PRC0001630,70613545988,Contract Rate,11.0387,849.98,2025-10-28,2026-11-19,PricingFeedA,2026-07-19
PRC0001631,20964366855,MAC,2.5855,217.18,2023-08-16,2024-04-24,PricingFeedB,2026-01-29
PRC0001632,47253753474,MAC,87.8102,2107.44,2024-09-04,2025-12-31,PricingFeedA,2025-04-09
PRC0001633,74909178953,MAC,5.2527,472.74,2025-08-11,2026-07-19,PricingFeedB,2026-06-15
PRC0001634,26452654738,NADAC,6.0605,599.99,2023-01-28,2023-12-19,PricingFeedA,2025-01-18
PRC0001635,31723369638,MAC,29.2979,937.53,2025-10-22,2027-02-24,PricingFeedB,2025-01-05
PRC0001636,26703687825,AWP,11.3042,836.51,2023-02-13,2023-06-05,PricingFeedA,2025-03-31
PRC0001637,48104454958,WAC,2.8184,191.65,2024-07-19,2025-09-22,PricingFeedB,2025-05-05
PRC0001638,78929224734,WAC,15.7868,1294.52,2025-11-07,2026-05-11,PricingFeedA,2025-01-13
PRC0001639,98921439381,MAC,20.4501,1083.86,2025-07-08,2027-04-08,PricingFeedA,2025-09-14
PRC0001640,71263822745,Contract Rate,5.3096,440.7,2025-09-24,2027-02-07,PricingFeedA,2025-10-20
PRC0001641,83727139018,WAC,5.8472,409.3,2023-10-06,2024-07-02,PricingFeedB,2025-06-15
PRC0001642,98558768029,MAC,1.2357,35.84,2025-09-28,2026-01-12,PricingFeedB,2025-05-20
PRC0001643,20096181552,WAC,5.5444,404.74,2026-02-16,2026-05-30,PricingFeedA,2025-01-29
PRC0001644,26411345874,MAC,10.374,1016.65,2026-05-25,2026-10-05,PricingFeedA,2025-08-20
PRC0001645,54705453523,MAC,17.9824,521.49,2024-10-10,2025-09-16,PricingFeedB,2025-07-29
PRC0001646,43111470329,MAC,32.9512,1351.0,2024-10-18,2025-12-18,PricingFeedB,2026-04-01
PRC0001647,93026770242,AWP,7.0199,589.67,2024-03-15,2025-05-21,PricingFeedB,2025-08-12
PRC0001648,92131319328,NADAC,4.7122,207.34,2025-09-08,2027-02-23,PricingFeedB,2026-02-04
PRC0001649,39455777027,NADAC,1.7042,93.73,2025-07-11,2026-02-16,PricingFeedA,2025-12-01
PRC0001650,55066490222,NADAC,11.3668,443.31,2024-11-25,2026-11-09,PricingFeedB,2025-06-24
PRC0001651,72982905964,WAC,11.0161,627.92,2026-05-13,2027-09-23,PricingFeedA,2025-05-27
PRC0001652,42790921133,MAC,13.152,184.13,2024-09-13,2025-01-20,PricingFeedA,2026-04-28
PRC0001653,22313207361,AWP,10.3069,979.16,2025-04-08,2026-11-10,PricingFeedB,2025-06-25
PRC0001654,67426983874,AWP,5.5136,314.28,2025-06-06,2026-06-24,PricingFeedB,2025-12-16
PRC0001655,22620625618,AWP,25.2932,278.23,2023-01-06,2024-10-17,PricingFeedA,2025-12-26
PRC0001656,74385175975,MAC,16.6897,901.24,2023-08-13,2025-07-24,PricingFeedA,2025-04-22
PRC0001657,18501762876,MAC,38.0891,1637.83,2023-03-12,2024-05-23,PricingFeedA,2026-06-29
PRC0001658,91638946513,MAC,12.9959,740.77,2025-01-19,2025-04-29,PricingFeedB,2026-07-11
PRC0001659,57820791671,WAC,4.1415,405.87,2023-01-20,2023-12-26,PricingFeedA,2026-07-15
PRC0001660,69323752585,AWP,10.6208,212.42,2023-05-15,2024-04-19,PricingFeedA,2026-04-20
PRC0001661,58257248865,AWP,4.9127,103.17,2024-06-18,2025-06-11,PricingFeedA,2025-04-29
PRC0001662,63116718685,Contract Rate,9.6019,96.02,2025-09-30,2026-09-06,PricingFeedB,2025-02-02
PRC0001663,40773504873,WAC,18.4995,943.47,2024-07-09,2025-09-08,PricingFeedA,2025-05-22
PRC0001664,87180850251,NADAC,3.1838,143.27,2025-03-17,2025-07-13,PricingFeedA,2025-02-01
PRC0001665,56356748535,Contract Rate,5.4142,400.65,2023-08-18,2025-03-15,PricingFeedB,2025-04-17
PRC0001666,81165324434,AWP,8.1586,530.31,2026-03-25,2026-12-04,PricingFeedA,2025-06-03
PRC0001667,50461794847,NADAC,7.1587,429.52,2024-12-21,2025-08-12,PricingFeedB,2026-05-27
PRC0001668,29976903633,MAC,4.9004,102.91,2025-10-18,2027-04-01,PricingFeedB,2026-04-08
PRC0001669,52583690494,Contract Rate,17.611,616.38,2025-05-11,2025-09-12,PricingFeedA,2025-04-29
PRC0001670,80701649845,Contract Rate,3.2156,202.58,2026-01-11,2027-04-13,PricingFeedB,2025-08-31
PRC0001671,24931475984,MAC,2.2603,201.17,2024-02-15,2025-01-05,PricingFeedB,2026-07-04
PRC0001672,19962310632,NADAC,6.0023,294.11,2025-02-15,2026-04-19,PricingFeedB,2026-04-19
PRC0001673,61916924081,AWP,4.7685,100.14,2025-08-24,2026-12-26,PricingFeedA,2025-01-23
PRC0001674,73825238231,Contract Rate,9.2025,174.85,2024-05-10,2024-10-12,PricingFeedB,2025-03-02
