Pharmacy_Source_ID,NPI,NCPDP_ID,Pharmacy_Name,Pharmacy_Type,Address,City,State,ZIP,Network_Status,Effective_Date,End_Date,Source_System
PHM00196,6248359410,7697011,Walgreens #5821,Hospital,8080 Market St,San Antonio,TX,08503,Preferred,2023-04-04,,NetworkHub
PHM00197,7021683226,1806834,Walgreens #6162,Independent,1492 Main St,Buffalo,NY,95249,In Network,2021-04-25,,ProviderMaster
PHM00198,6156655633,5843230,HealthMart #6025,Retail,3684 Oak St,Boulder,CO,88340,In Network,2020-05-12,,ProviderMaster
PHM00199,9940422034,5317332,Walgreens #3731,Hospital,965 Market St,Tampa,FL,42798,In Network,2020-09-03,,ProviderMaster
PHM00200,6278481266,2610051,CAREPOINT #2782,Retail,7795 Market St,Dallas,TX,12772,In Network,2025-06-17,,ProviderMaster
PHM00201,1433794738,9070418,MedCenter Pharmacy #2995,Independent,2911 Pine St,Tampa,FL,88172,In Network,2025-10-23,,NetworkHub
PHM00202,7470475946,3360952,Wellness Rx #9106,Independent,6810 Market St,Sacramento,CA,61882,In Network,2021-11-26,,NetworkHub
PHM00203,1631217007,4530106,CarePoint #4911,Independent,2752 Pine St,Buffalo,NY,99606,In Network,2020-07-12,,ProviderMaster
PHM00204,7712977841,6318442,Premier Pharmacy #9772,Retail,5211 Market St,Raleigh,NC,61137,In Network,2022-04-24,,NetworkHub
PHM00205,2895012230,6310872,Community Pharmacy #5068,Hospital,2853 Pine St,St. Louis,MO,76535,In Network,2023-06-25,,ProviderMaster
PHM00206,4563615081,8240586,Wellness Rx #6587,Retail,5098 Main St,San Diego,CA,57236,Preferred,2022-09-20,,ProviderMaster
PHM00207,0924808059,4378200,Regional Specialty Pharmacy #3561,Specialty,7896 Oak St,New York,NY,39907,Preferred,2023-12-22,,ProviderMaster
PHM00208,5152617416,3468114,CVS Pharmacy #5599,Mail Order,7748 Park St,San Antonio,TX,31943,In Network,2021-02-20,,ProviderMaster
PHM00209,3933747652,7929437,CarePoint #3248,Hospital,3024 Pine St,Houston,TX,95593,In Network,2020-02-16,,ProviderMaster
PHM00210,3280862559,1031352,MEDCENTER PHARMACY #5309,Retail,9504 Lake St,Chico,CA,80397,Preferred,2022-07-19,,ProviderMaster
PHM00211,7718659537,5007384,HealthMart #876,Specialty,1129 Main St,San Antonio,TX,88266,In Network,2022-05-22,,NetworkHub
PHM00212,0733051520,7345522,Wellness Rx #1981,Retail,1322 Main St,Albany,NY,31050,Preferred,2025-10-25,,ProviderMaster
PHM00213,3057115461,6720739,CarePoint #4683,Retail,7705 Market St,Raleigh,NC,06433,In Network,2024-05-31,,NetworkHub
PHM00214,5039694108,1378109,MedCenter Pharmacy #6237,Retail,7471 Lake St,Harrisburg,PA,98806,In Network,2022-12-18,,NetworkHub
PHM00215,1402525247,1605601,Premier Pharmacy #2773,Mail Order,9160 Main St,Chico,CA,27606,In Network,2021-05-29,,ProviderMaster
PHM00216,0328680862,3903851,Regional Specialty Pharmacy #8967,Hospital,7050 Market St,Fresno,CA,54902,Preferred,2025-12-11,,NetworkHub
PHM00217,5331336295,8688805,Family Drug #7892,Retail,6055 Oak St,Los Angeles,CA,21860,In Network,2023-06-28,,NetworkHub
PHM00218,3966221993,5215883,Community Pharmacy #9955,Independent,3771 Market St,Fort Collins,CO,75199,In Network,2024-04-03,,NetworkHub
PHM00219,1993591387,7844498,Community Pharmacy #7977,Specialty,1879 Oak St,Dallas,TX,92711,In Network,2021-04-28,,NetworkHub
PHM00220,7625226364,5673841,Regional Specialty Pharmacy #9066,Specialty,943 Main St,Los Angeles,CA,10702,In Network,2021-12-12,,NetworkHub
PHM00221,4797099843,4240733,Wellness Rx #6998,Retail,4838 Market St,Los Angeles,CA,67558,In Network,2023-02-25,,ProviderMaster
PHM00222,7548095375,5602338,Community Pharmacy #4434,Retail,3566 Main St,Colorado Springs,CO,44605,In Network,2021-05-11,,ProviderMaster
PHM00223,1847179614,4157242,Community Pharmacy #7268,Hospital,9710 Main St,Jacksonville,FL,69771,In Network,2025-04-07,,ProviderMaster
PHM00224,1435375933,7956181,Walgreens #8037,Hospital,9378 Lake St,Boulder,CO,74374,In Network,2025-09-28,,ProviderMaster
PHM00225,6112624850,8254406,Family Drug #4458,Hospital,2843 Market St,Chico,CA,25658,In Network,2025-11-08,,NetworkHub
PHM00226,0160868290,4166657,HealthMart #1628,Retail,1326 Lake St,New York,NY,14590,In Network,2025-07-23,,ProviderMaster
PHM00227,2330452162,5566176,Premier Pharmacy #4156,Specialty,7819 Market St,Kansas City,MO,94699,Preferred,2025-01-14,,NetworkHub
PHM00228,2635931556,4167900,Family Drug #8188,Specialty,7478 Lake St,Fort Walton Beach,FL,61879,Out of Network,2024-11-07,,ProviderMaster
PHM00229,4356022735,3063760,MedCenter Pharmacy #2441,Hospital,5769 Market St,Sacramento,CA,13369,Preferred,2020-06-05,,ProviderMaster
PHM00230,7646853747,8273526,Premier Pharmacy #3557,Retail,6568 Main St,Rochester,NY,78392,In Network,2021-09-06,,ProviderMaster
PHM00231,0968535877,3044249,MedCenter Pharmacy #5906,Mail Order,4689 Market St,New York,NY,23177,In Network,2021-05-03,,NetworkHub
PHM00232,9404519757,1889617,Wellness Rx #9129,Retail,3158 Main St,Los Angeles,CA,47509,In Network,2025-11-06,,NetworkHub
PHM00233,6504056353,8312341,Wellness Rx #2781,Hospital,6888 Market St,Harrisburg,PA,12065,Preferred,2020-02-13,,ProviderMaster
PHM00234,2331722063,4146104,Family Drug #771,Independent,2780 Oak St,Durham,NC,15586,In Network,2024-04-01,,ProviderMaster
PHM00235,6387659741,8944674,Wellness Rx #9612,Specialty,7752 Lake St,Columbia,MO,22869,Preferred,2025-07-12,,ProviderMaster
PHM00236,3667840434,1761187,Regional Specialty Pharmacy #8913,Independent,5993 Lake St,Durham,NC,36754,In Network,2025-10-20,,ProviderMaster
PHM00237,4659338574,7526095,MedCenter Pharmacy #423,Mail Order,2727 Oak St,Pittsburgh,PA,45458,In Network,2020-11-03,,NetworkHub
PHM00238,1901873460,8896011,HealthMart #3631,Specialty,1839 Lake St,Irving,TX,53516,In Network,2023-06-17,,ProviderMaster
PHM00239,3593949300,9412350,Wellness Rx #2353,Mail Order,8534 Oak St,Jacksonville,FL,78388,In Network,2024-11-10,,ProviderMaster
PHM00240,2733335641,3981961,Regional Specialty Pharmacy #3679,Hospital,2562 Park St,Harrisburg,PA,00744,In Network,2025-09-16,,ProviderMaster
PHM00241,9064476415,5431658,Regional Specialty Pharmacy #8724,Retail,7595 Lake St,Miami,FL,25453,Preferred,2023-10-04,,ProviderMaster
PHM00242,9571461799,7408047,Wellness Rx #2816,Specialty,7687 Park St,Jacksonville,FL,90673,In Network,2021-11-25,,NetworkHub
PHM00243,0374547497,2097750,Walgreens #881,Retail,5746 Main St,Springfield,MO,41098,In Network,2020-06-05,,NetworkHub
PHM00244,6205821280,1151482,HealthMart #5233,Hospital,7988 Main St,Rochester,NY,74783,Preferred,2025-01-11,,ProviderMaster
PHM00245,0191497246,2736711,Regional Specialty Pharmacy #5229,Hospital,4058 Lake St,Fort Collins,CO,33775,Out of Network,2023-02-04,,ProviderMaster
PHM00246,3741809469,6096949,Walgreens #8911,Hospital,4598 Park St,Houston,TX,83206,In Network,2024-11-13,,NetworkHub
PHM00247,3777513615,6800142,Wellness Rx #5425,Retail,9189 Park St,Fort Walton Beach,FL,21009,In Network,2022-05-17,,ProviderMaster
PHM00248,6896718168,5986249,Regional Specialty Pharmacy #9677,Mail Order,3876 Market St,Philadelphia,PA,69249,In Network,2020-02-29,,NetworkHub
PHM00249,7310733092,4496141,Premier Pharmacy #5125,Independent,8089 Pine St,Kansas City,MO,72697,In Network,2023-07-28,,NetworkHub
PHM00250,1052481696,2795594,HealthMart #6036,Retail,2585 Market St,Houston,TX,48775,Preferred,2023-09-03,,ProviderMaster
PHM00251,0984593646,9059047,HealthMart #2742,Specialty,4612 Main St,Miami,FL,61031,In Network,2023-01-02,,ProviderMaster
PHM00252,6863067117,5405358,Regional Specialty Pharmacy #7410,Specialty,8880 Oak St,Dallas,TX,49007,Preferred,2025-07-24,,NetworkHub
PHM00253,0186468159,0164907,Walgreens #4623,Specialty,1079 Park St,Houston,TX,11037,Out of Network,2020-12-03,,NetworkHub
PHM00254,4158147284,8963951,CarePoint #5148,Mail Order,2987 Park St,Los Angeles,CA,87753,In Network,2025-11-17,,ProviderMaster
PHM00255,1146549008,6704010,CarePoint #493,Retail,838 Pine St,Fresno,CA,68487,Preferred,2025-05-06,,NetworkHub
PHM00256,6265496014,9673021,Community Pharmacy #4125,Mail Order,1788 Park St,Durham,NC,50375,In Network,2020-01-28,,NetworkHub
PHM00257,2762176941,6062438,Community Pharmacy #1343,Independent,8836 Lake St,Tampa,FL,70791,Out of Network,2022-02-07,,NetworkHub
PHM00258,7418753163,7307832,Walgreens #6686,Hospital,2248 Market St,Miami,FL,44819,In Network,2021-10-27,,NetworkHub
PHM00259,4317692160,1841386,CarePoint #8164,Specialty,4576 Park St,Buffalo,NY,76619,In Network,2021-09-15,,ProviderMaster
PHM00260,8084958277,2358515,HealthMart #8404,Specialty,7968 Park St,Rochester,NY,09047,In Network,2021-04-01,,ProviderMaster
PHM00261,0547842507,9126043,MedCenter Pharmacy #2207,Specialty,1253 Oak St,New York,NY,78704,In Network,2022-04-28,,NetworkHub
PHM00262,7847346808,3042957,Wellness Rx #8384,Mail Order,7712 Park St,King of Prussia,PA,1234,In Network,2024-01-22,,ProviderMaster
PHM00263,9681363150,7292149,Community Pharmacy #875,Specialty,7848 Main St,Boulder,CO,59272,In Network,2024-11-05,,NetworkHub
PHM00264,3262034517,6526798,Regional Specialty Pharmacy #716,Hospital,2777 Pine St,Albany,NY,90840,In Network,2020-04-08,,ProviderMaster
PHM00265,8291264856,2951346,Community Pharmacy #4454,Retail,9320 Park St,St. Louis,MO,20829,In Network,2024-03-22,,ProviderMaster
PHM00266,6436356843,1712497,MedCenter Pharmacy #8083,Mail Order,8973 Market St,Fort Walton Beach,FL,03419,Preferred,2022-04-18,,ProviderMaster
PHM00267,7298661203,1215033,Family Drug #7658,Specialty,6466 Main St,Austin,TX,35139,Out of Network,2023-06-17,,ProviderMaster
PHM00268,4414307937,4299515,Premier Pharmacy #9976,Independent,3239 Lake St,Austin,TX,94679,Preferred,2022-10-02,,NetworkHub
PHM00269,1534840065,2920546,CarePoint #4373,Hospital,9372 Main St,Fresno,CA,05136,In Network,2020-02-26,,NetworkHub
PHM00270,9931833239,8074982,Wellness Rx #1445,Mail Order,2403 Oak St,Colorado Springs,CO,89481,In Network,2024-04-08,,ProviderMaster
PHM00271,5024890970,4945771,MedCenter Pharmacy #2563,Hospital,4067 Main St,Boulder,CO,13508,Preferred,2023-05-19,,ProviderMaster
PHM00272,8354002984,6844621,Community Pharmacy #7660,Specialty,7309 Oak St,Austin,TX,29075,In Network,2023-08-10,,NetworkHub
PHM00273,5864615581,0381124,Premier Pharmacy #8404,Mail Order,9103 Lake St,Philadelphia,PA,93259,Preferred,2022-04-07,,ProviderMaster
PHM00274,5710758863,6605805,CarePoint #2011,Retail,1737 Park St,Rochester,NY,ABCDE,In Network,2023-07-09,,NetworkHub
PHM00275,1218685557,1408943,MedCenter Pharmacy #309,Independent,700 Pine St,Columbia,MO,38857,Preferred,2023-12-13,,NetworkHub
PHM00276,3708281211,0670770,CarePoint #315,Retail,5086 Oak St,Colorado Springs,CO,17501,Preferred,2023-04-10,,NetworkHub
PHM00277,2067792913,0899315,Community Pharmacy #1480,Retail,3669 Main St,Harrisburg,PA,72505,Out of Network,2025-11-19,,ProviderMaster
PHM00278,0212959025,7354913,CarePoint #2662,Independent,4420 Pine St,Columbia,MO,32219,In Network,2024-02-21,,NetworkHub
PHM00279,1117750312,6394528,CarePoint #9952,Specialty,6445 Oak St,Orlando,FL,10846,In Network,2023-05-20,,ProviderMaster
PHM00280,1941460145,1990935,CarePoint #2781,Hospital,5582 Main St,Sacramento,CA,,Preferred,2022-12-16,,NetworkHub
PHM00281,7527644644,2712461,CVS Pharmacy #4092,Independent,2620 Lake St,Durham,NC,00069,Preferred,2020-07-17,,NetworkHub
PHM00282,3616007772,6423859,Regional Specialty Pharmacy #155,Mail Order,9822 Park St,Los Angeles,CA,04933,In Network,2023-08-22,,ProviderMaster
PHM00283,3405837417,4166654,Walgreens #8978,Retail,3612 Market St,St. Louis,MO,85349,In Network,2025-11-16,,ProviderMaster
PHM00284,6393008370,8303336,Premier Pharmacy #6053,Mail Order,8170 Park St,Durham,NC,26590,Preferred,2020-05-29,,ProviderMaster
PHM00285,3303485926,5933581,HealthMart #1957,Retail,2596 Oak St,Harrisburg,PA,63573,In Network,2020-12-12,,ProviderMaster
PHM00286,6344878520,9427080,Wellness Rx #6626,Hospital,1140 Lake St,New York,NY,30842,In Network,2020-02-28,,ProviderMaster
PHM00287,7638452464,7107852,Premier Pharmacy #9602,Specialty,1047 Oak St,San Antonio,TX,97495,In Network,2023-11-16,,NetworkHub
PHM00288,6745653116,3438024,Wellness Rx #7840,Independent,3708 Market St,Albany,NY,86264,In Network,2023-10-04,,NetworkHub
PHM00289,1128454601,1286189,Wellness Rx #1124,Specialty,4682 Lake St,Rochester,NY,40806,Preferred,2020-03-06,,NetworkHub
PHM00290,8943609711,7958992,CVS Pharmacy #8802,Retail,2049 Park St,Harrisburg,PA,82183,In Network,2024-09-20,,ProviderMaster
PHM00291,5372411942,5439346,Wellness Rx #2995,Independent,3630 Market St,Kansas City,MO,98937,In Network,2023-09-02,,NetworkHub
PHM00292,8096869672,5393818,Community Pharmacy #9088,Independent,7145 Pine St,Sacramento,CA,83939,Preferred,2020-04-21,,NetworkHub
PHM00293,2082289687,4088944,Wellness Rx #2174,Retail,7593 Market St,Rochester,NY,87888,In Network,2025-10-26,,NetworkHub
PHM00294,6536874006,6714630,Community Pharmacy #9136,Hospital,3641 Oak St,Chico,CA,15987,Out of Network,2025-02-28,,NetworkHub
PHM00295,8673472687,1418982,HealthMart #8469,Hospital,2394 Lake St,Jacksonville,FL,99669,In Network,2022-02-20,,ProviderMaster
PHM00296,9171442039,1749461,CarePoint #7423,Retail,7213 Main St,Kansas City,MO,71872,In Network,2020-07-07,,ProviderMaster
PHM00297,4186926441,2269364,Premier Pharmacy #1855,Independent,3546 Lake St,Dallas,TX,01366,In Network,2021-12-25,,ProviderMaster
PHM00298,7772003299,9957026,CVS Pharmacy #3746,Specialty,2743 Main St,New York,NY,33395,In Network,2024-12-22,,ProviderMaster
PHM00299,5259813511,0188792,Premier Pharmacy #6447,Hospital,425 Main St,King of Prussia,PA,86723,Out of Network,2022-05-24,,ProviderMaster
PHM00300,8397186701,2027499,MedCenter Pharmacy #6630,Retail,8801 Park St,Houston,TX,03744,In Network,2022-11-11,,ProviderMaster
PHM00301,8810811528,5595540,Walgreens #8133,Hospital,7742 Main St,Denver,CO,76806,In Network,2021-05-21,,NetworkHub
PHM00302,6359810864,9509693,CVS Pharmacy #4084,Hospital,6217 Oak St,Columbia,MO,77952,In Network,2021-11-13,,ProviderMaster
PHM00303,0630093319,8081727,Premier Pharmacy #331,Mail Order,6705 Oak St,New York,NY,61448,In Network,2024-05-13,,NetworkHub
PHM00304,3616854845,4786440,Premier Pharmacy #9308,Independent,7333 Market St,Boulder,CO,34261,Out of Network,2022-02-04,,NetworkHub
PHM00305,4652494119,8520001,HealthMart #6381,Mail Order,5899 Oak St,Denver,CO,40652,Preferred,2022-08-05,,NetworkHub
PHM00306,2051611308,2546629,Wellness Rx #3951,Independent,9026 Oak St,Chico,CA,81176,In Network,2023-11-09,,NetworkHub
PHM00307,8150114689,6469366,Premier Pharmacy #1370,Mail Order,5018 Oak St,San Antonio,TX,33101,Preferred,2021-06-08,,NetworkHub
PHM00308,0982664671,3440117,MedCenter Pharmacy #5414,Retail,3463 Lake St,Los Angeles,CA,94852,In Network,2022-11-11,,NetworkHub
PHM00309,5800679875,5244566,Walgreens #6280,Retail,5779 Park St,Dallas,TX,84754,In Network,2020-09-13,,NetworkHub
PHM00310,3084449360,2132293,Regional Specialty Pharmacy #7112,Specialty,1498 Main St,Raleigh,NC,68612,Preferred,2021-08-28,,ProviderMaster
PHM00311,7986777862,7611614,MedCenter Pharmacy #7162,Independent,3661 Lake St,Colorado Springs,CO,93200,In Network,2020-11-15,,NetworkHub
PHM00312,8318800461,2233082,Regional Specialty Pharmacy #7856,Mail Order,9146 Park St,Charlotte,NC,16567,In Network,2025-07-21,,NetworkHub
PHM00313,9448116798,0168912,Wellness Rx #802,Independent,3052 Market St,Rochester,NY,45706,In Network,2020-05-17,,NetworkHub
PHM00314,3184472835,0373617,CarePoint #4315,Mail Order,3569 Market St,Greensboro,NC,42844,In Network,2022-02-20,,ProviderMaster
PHM00315,4873010890,3910766,Walgreens #5313,Retail,2390 Lake St,Charlotte,NC,90676,In Network,2024-08-28,,NetworkHub
PHM00316,,5974257,CarePoint #2319,Independent,2681 Oak St,Denver,CO,66874,In Network,2020-02-01,,NetworkHub
PHM00317,1303771920,5571075,Regional Specialty Pharmacy #9567,Independent,4608 Pine St,Harrisburg,PA,27791,In Network,2023-08-16,,ProviderMaster
PHM00318,0363061274,9895865,Premier Pharmacy #5419,Specialty,2621 Oak St,San Antonio,TX,53277,In Network,2021-12-05,,NetworkHub
PHM00319,6752358307,8008443,WALGREENS #303,Independent,7506 Market St,Springfield,MO,55532,In Network,2023-02-15,,NetworkHub
PHM00320,4449498117,1781247,HealthMart #7398,Hospital,1041 Main St,Rochester,NY,93964,Preferred,2023-07-28,,NetworkHub
PHM00321,1501393471,5088284,HealthMart #1239,Independent,7100 Pine St,Buffalo,NY,13845,In Network,2020-11-30,,NetworkHub
PHM00322,5974767544,4837642,CVS Pharmacy #2898,Hospital,5013 Main St,St. Louis,MO,35987,In Network,2024-06-29,,ProviderMaster
PHM00323,6875775151,6505148,CVS #3164,Mail Order,9992 Park St,Durham,NC,19107,Preferred,2023-06-14,,ProviderMaster
PHM00324,2784864080,4483210,Family Drug #1428,Independent,195 Pine St,King of Prussia,PA,11203,In Network,2022-08-09,,NetworkHub
PHM00325,4163003343,3812754,HealthMart #4278,Independent,3942 Park St,San Diego,CA,73104,Preferred,2025-02-14,,ProviderMaster
PHM00326,4442829625,7340629,MedCenter Pharmacy #578,Hospital,6572 Lake St,Philadelphia,PA,39754,In Network,2023-11-08,,ProviderMaster
PHM00327,9404829094,5833655,CarePoint #5411,Specialty,6417 Oak St,Boulder,CO,07533,In Network,2020-08-14,,ProviderMaster
PHM00328,1152469363,2742934,HealthMart #5430,Mail Order,7337 Market St,Harrisburg,PA,50660,In Network,2024-11-03,,NetworkHub
PHM00329,4964877576,0086638,CarePoint #1814,Mail Order,7430 Main St,King of Prussia,PA,83176,Out of Network,2023-06-11,,ProviderMaster
PHM00330,0494202930,6372432,Family Drug #2206,Retail,1883 Park St,San Diego,CA,97218,In Network,2024-09-08,,NetworkHub
PHM00331,3854565650,1025257,Regional Specialty Pharmacy #3698,Specialty,8173 Pine St,Irving,TX,16965,In Network,2022-09-06,,ProviderMaster
PHM00332,2549690949,2643782,CarePoint #2818,Specialty,4302 Pine St,Fort Walton Beach,FL,24401,In Network,2025-06-14,,NetworkHub
PHM00333,0507940213,6048563,Wellness Rx #1770,Hospital,3844 Oak St,Charlotte,NC,21230,Preferred,2022-05-19,,NetworkHub
PHM00334,3797676500,0380194,CarePoint #1691,Retail,314 Oak St,New York,NY,36065,Out of Network,2025-09-06,,NetworkHub
PHM00335,2307256037,8639743,CVS Pharmacy #262,Independent,6748 Lake St,New York,NY,11507,In Network,2024-05-02,,ProviderMaster
PHM00336,1562474270,3497387,CarePoint #338,Retail,5064 Market St,Kansas City,MO,13330,In Network,2024-05-24,,NetworkHub
PHM00337,5605884129,7366953,Wellness Rx #6385,Hospital,3685 Park St,Fort Collins,CO,59641,Preferred,2024-06-30,,ProviderMaster
PHM00338,4702022627,9372193,CVS Pharmacy #6070,Hospital,5496 Oak St,Fort Walton Beach,FL,00121,In Network,2020-05-10,2023-05-01,NetworkHub
PHM00339,5700118735,1089063,Wellness Rx #571,Independent,4720 Lake St,Harrisburg,PA,71932,In Network,2023-09-25,,NetworkHub
PHM00340,8699988019,7133592,Wellness Rx #3582,Retail,4674 Park St,Charlotte,NC,06157,In Network,2020-12-31,,NetworkHub
PHM00341,3078898204,6057654,MedCenter Pharmacy #6933,Hospital,7183 Pine St,Houston,TX,43367,In Network,2024-03-13,,NetworkHub
PHM00342,4249502283,3859351,HealthMart #3973,Hospital,550 Oak St,New York,NY,04354,Out of Network,2022-01-01,,ProviderMaster
PHM00343,6444833126,3085679,Regional Specialty Pharmacy #1161,Retail,2091 Oak St,Columbia,MO,00021,Out of Network,2023-11-26,,NetworkHub
PHM00344,3386279977,9028744,HealthMart #9762,Mail Order,5552 Park St,San Antonio,TX,56457,In Network,2021-10-31,,NetworkHub
PHM00345,1327457774,7317624,CVS Pharmacy #6788,Retail,3232 Park St,Tampa,FL,53519,Preferred,2024-01-05,,NetworkHub
PHM00346,0883464753,0791936,Family Drug #6861,Independent,9202 Main St,Philadelphia,PA,66892,In Network,2021-10-17,,ProviderMaster
PHM00347,3511548015,0641092,Regional Specialty Pharmacy #8831,Independent,827 Oak St,Buffalo,NY,26005,In Network,2020-04-26,,NetworkHub
PHM00348,1841154098,1247469,Premier Pharmacy #8849,Independent,462 Market St,Tampa,FL,55620,Out of Network,2023-10-21,,NetworkHub
PHM00349,1038598457,2847726,Family Drug #1394,Independent,6114 Main St,Charlotte,NC,81287,In Network,2020-01-29,,NetworkHub
PHM00350,4915392826,2967249,Wellness Rx #9036,Hospital,377 Lake St,Greensboro,NC,59017,In Network,2020-02-09,,NetworkHub
PHM00351,3425406737,8301937,Regional Specialty Pharmacy #5749,Retail,9010 Lake St,Chico,CA,40529,In Network,2025-10-13,,NetworkHub
PHM00352,1881012530,7613206,Family Drug #9976,Hospital,6217 Oak St,Orlando,FL,26886,In Network,2022-08-21,,ProviderMaster
PHM00353,7833007793,2049316,Regional Specialty Pharmacy #312,Independent,2264 Market St,Greensboro,NC,28781,Preferred,2023-12-27,,NetworkHub
PHM00354,1413512591,2314334,Wellness Rx #4103,Mail Order,6039 Main St,Kansas City,MO,08630,Out of Network,2025-12-27,,NetworkHub
PHM00355,2359159819,5966963,Wellness Rx #4391,Independent,264 Park St,Columbia,MO,68384,Preferred,2020-11-02,,NetworkHub
PHM00356,3653625926,8377603,MedCenter Pharmacy #8975,Mail Order,7705 Main St,Boulder,CO,21209,Preferred,2024-06-14,,NetworkHub
PHM00357,0621371287,2083259,CarePoint #8755,Independent,3468 Oak St,Boulder,CO,62676,Preferred,2021-02-03,,ProviderMaster
PHM00358,3340801612,0589207,Wellness Rx #3266,Specialty,7443 Pine St,Greensboro,NC,37212,In Network,2020-08-21,,ProviderMaster
PHM00359,2462709314,5778703,Walgreens #1760,Independent,5416 Park St,Boulder,CO,87951,In Network,2022-04-14,,ProviderMaster
PHM00360,7244360141,1057499,Wellness Rx #7048,Independent,8879 Market St,Colorado Springs,CO,93465,In Network,2023-06-18,,ProviderMaster
PHM00361,4093514297,5466697,CarePoint #7885,Independent,5574 Market St,Miami,FL,20866,In Network,2020-07-13,,NetworkHub
PHM00362,6624626980,7693595,Walgreens #3338,Hospital,7076 Lake St,Harrisburg,PA,14823,In Network,2024-03-01,,NetworkHub
PHM00363,9633487067,3179339,Community Pharmacy #9782,Specialty,9715 Lake St,Tampa,FL,80065,Preferred,2025-01-20,,NetworkHub
PHM00364,6713711948,1017294,Premier Pharmacy #501,Mail Order,2220 Oak St,Colorado Springs,CO,66812,Preferred,2024-07-27,,ProviderMaster
PHM00365,3235461070,5905069,CVS Pharmacy #4427,Mail Order,7804 Pine St,New York,NY,79434,Out of Network,2025-06-05,,ProviderMaster
PHM00366,3898963033,1467816,CarePoint #1538,Hospital,4563 Lake St,Harrisburg,PA,82683,In Network,2024-08-18,,NetworkHub
PHM00367,6644199803,0834646,Wellness Rx #5365,Independent,2611 Oak St,King of Prussia,PA,04999,Out of Network,2023-08-27,,NetworkHub
PHM00368,8972115585,1736581,Walgreens #5332,Specialty,2726 Market St,Sacramento,CA,41622,Out of Network,2025-10-13,,ProviderMaster
PHM00369,7604719972,2481157,Premier Pharmacy #6632,Hospital,5675 Pine St,Raleigh,NC,06897,Preferred,2024-10-02,,NetworkHub
PHM00370,6637736588,2100797,MedCenter Pharmacy #5022,Specialty,6764 Market St,Harrisburg,PA,13895,In Network,2022-03-30,,NetworkHub
PHM00371,0058933675,6235419,CarePoint #5152,Mail Order,9555 Oak St,Orlando,FL,84461,In Network,2021-10-19,,ProviderMaster
PHM00372,6875391974,8473938,Family Drug #8318,Specialty,1202 Oak St,Los Angeles,CA,27870,In Network,2023-06-20,,NetworkHub
PHM00373,8143968953,6973526,Wellness Rx #9251,Hospital,412 Pine St,Springfield,MO,18317,In Network,2021-03-02,,NetworkHub
PHM00374,5887411621,2770756,Wellness Rx #3792,Specialty,6694 Main St,Pittsburgh,PA,91948,Preferred,2022-08-11,,ProviderMaster
PHM00375,9091096596,4024696,HealthMart #2191,Specialty,7628 Main St,Boulder,CO,36767,In Network,2021-05-04,,ProviderMaster
PHM00376,8626310465,0552771,CarePoint #4433,Mail Order,2041 Market St,Rochester,NY,46450,In Network,2025-03-07,,ProviderMaster
PHM00377,0971805584,5577179,Regional Specialty Pharmacy #9510,Specialty,9026 Main St,Fort Collins,CO,81515,In Network,2025-07-16,,ProviderMaster
PHM00378,8112158095,3549039,MEDCENTER PHARMACY #6583,Independent,4437 Main St,San Diego,CA,57645,In Network,2022-01-02,,NetworkHub
PHM00379,6593520821,2896231,Community Pharmacy #5572,Hospital,113 Pine St,Albany,NY,60239,In Network,2020-03-19,,NetworkHub
PHM00380,4024650796,1368641,MedCenter Pharmacy #4632,Mail Order,8179 Market St,Kansas City,MO,94060,Preferred,2025-06-19,,ProviderMaster
PHM00381,1150633282,0393191,Wellness Rx #8597,Hospital,150 Oak St,St. Louis,MO,73845,Preferred,2022-09-02,,ProviderMaster
PHM00382,7856819337,9558410,CVS Pharmacy #9036,Mail Order,8501 Park St,Buffalo,NY,51137,Out of Network,2022-07-19,,ProviderMaster
PHM00383,0797267197,5249883,Walgreens #2968,Specialty,4597 Market St,Fort Walton Beach,FL,89430,In Network,2024-05-30,,ProviderMaster
PHM00384,0791075489,4574598,Family Drug #2883,Mail Order,6384 Oak St,Pittsburgh,PA,64697,Preferred,2020-01-09,,NetworkHub
PHM00385,7772798856,6968520,Premier Pharmacy #9422,Hospital,4463 Main St,Boulder,CO,85943,In Network,2024-09-26,,NetworkHub
PHM00386,3192571222,7523968,Community Pharmacy #6871,Independent,4332 Pine St,Harrisburg,PA,04643,Preferred,2021-03-15,,ProviderMaster
PHM00387,6330813140,5114162,MedCenter Pharmacy #865,Hospital,2092 Oak St,Houston,TX,32418,In Network,2025-06-30,,NetworkHub
PHM00388,1481343811,0379114,Regional Specialty Pharmacy #9653,Mail Order,6961 Park St,Los Angeles,CA,62457,In Network,2025-01-29,,ProviderMaster
PHM00389,7378598311,0157263,MedCenter Pharmacy #306,Mail Order,8558 Oak St,Austin,TX,97424,In Network,2025-03-01,,ProviderMaster
PHM00390,7215278928,1787519,WALGREENS #2507,Independent,8771 Main St,San Antonio,TX,56210,In Network,2022-04-11,,ProviderMaster
PHM00391,9946004362,3456322,Regional Specialty Pharmacy #8820,Specialty,6998 Pine St,San Antonio,TX,34300,In Network,2024-06-27,,ProviderMaster
PHM00392,0724911933,0058373,Family Drug #3459,Specialty,9455 Park St,Springfield,MO,75362,In Network,2020-03-08,,ProviderMaster
